Training Time (s),Average CPU Utilization (%),Average Memory Utilization (%),Power Consumption (W),Energy Consumption (J)
0.01005411148071289,0.4,21.0,70.4,0.7078094482421876
0.06112551689147949,2.0,20.7,72.0,4.401037216186523
0.002985239028930664,1.8000000000000003,20.7,71.8,0.21434016227722166
0.001991748809814453,1.1,20.7,71.10000000000001,0.14161334037780762
0.0009963512420654297,1.1,20.7,71.10000000000001,0.07084057331085206
0.001993417739868164,1.4,20.7,71.39999999999999,0.1423300266265869
0.13697528839111328,2.8,20.7,72.8,9.971800994873046
