Training Time (s),Average CPU Utilization (%),Average Memory Utilization (%),Power Consumption (W),Energy Consumption (J),Test Accuracy
16.67616033554077,49.62352941176469,23.323529411764707,54.661176470588224,911.5385429528178,0.9873999953269958
